"","timestamp","position_lat","position_long","distance","enhanced_speed","enhanced_altitude","heart_rate"
"251",2022-05-22 22:13:22,-37.8389203548431,145.123247243464,3727.23,15.1164,86.6,116
"252",2022-05-22 22:13:23,-37.8389138169587,145.123204914853,3731.03,14.9796,87,117
"253",2022-05-22 22:13:26,-37.8389010764658,145.123086227104,3741.56,13.572,88.2,118
"254",2022-05-22 22:13:28,-37.8388902638108,145.123006012291,3748.69,13.6368,89,119
"255",2022-05-22 22:13:29,-37.8388823848218,145.122965695336,3752.34,13.806,89.8,119
"256",2022-05-22 22:13:32,-37.8388455044478,145.122835859656,3764.37,13.5036,91.2,118
"257",2022-05-22 22:13:34,-37.8388398885727,145.122733935714,3773.38,13.302,92,117
"258",2022-05-22 22:13:35,-37.8388389665633,145.122690768912,3777.17,13.2012,92.4,117
"259",2022-05-22 22:13:36,-37.8388343565166,145.122646512464,3781.1,13.2012,92.8,114
"260",2022-05-22 22:13:37,-37.8388284891844,145.122603010386,3784.96,13.2012,93.4,111
"261",2022-05-22 22:13:38,-37.8388232924044,145.122561855242,3788.63,13.2012,93.8,118
"262",2022-05-22 22:13:40,-37.8388191014528,145.122479628772,3795.84,12.8664,94.4,113
"263",2022-05-22 22:13:41,-37.838811725378,145.122441742569,3799.28,12.8304,94.6,118
"264",2022-05-22 22:13:42,-37.8388067800552,145.122400922701,3802.92,12.8304,95,117
"265",2022-05-22 22:13:46,-37.8387898486108,145.122228842229,3818.15,12.8664,96,119
"266",2022-05-22 22:13:49,-37.8387986496091,145.122101688758,3829.38,13.2012,96,118
"267",2022-05-22 22:13:52,-37.8388932812959,145.122020635754,3842.23,14.7816,95.4,117
"268",2022-05-22 22:13:55,-37.8390605840832,145.121993897483,3860.94,22.6728,94.6,115
"269",2022-05-22 22:13:56,-37.8391300700605,145.121987024322,3868.68,25.092,94.4,115
"270",2022-05-22 22:13:57,-37.8392011485994,145.121979983523,3876.58,26.9388,94.2,118
"271",2022-05-22 22:13:59,-37.8393502626568,145.121958525851,3893.24,29.1888,93.2,120
"272",2022-05-22 22:14:00,-37.8394264541566,145.12194310315,3901.8,29.7612,92.8,123
"273",2022-05-22 22:14:01,-37.8395044896752,145.121918879449,3910.7,30.2976,92.4,125
"274",2022-05-22 22:14:02,-37.8395792562515,145.121888369322,3919.4,31.8096,91.2,128
"275",2022-05-22 22:14:03,-37.8396613150835,145.121866827831,3928.68,32.2452,90.6,130
"276",2022-05-22 22:14:05,-37.8398322220892,145.121834976599,3947.85,31.7772,89.8,132
"277",2022-05-22 22:14:07,-37.8399864491075,145.121804634109,3965.16,30.2976,88.6,133
"278",2022-05-22 22:14:08,-37.8400688432157,145.121794492006,3974.33,31.4424,88,133
"279",2022-05-22 22:14:10,-37.8402449470013,145.121780578047,3993.91,34.128,87.2,133
"280",2022-05-22 22:14:12,-37.8404385689646,145.121753672138,4015.53,37.6884,86,132
"281",2022-05-22 22:14:14,-37.8406455181539,145.121723245829,4038.65,40.4748,84.8,132
"282",2022-05-22 22:14:17,-37.840965539217,145.121690388769,4074.23,41.922,83.6,132
"283",2022-05-22 22:14:21,-37.8413820359856,145.121613107622,4120.95,41.0796,82.8,133
"284",2022-05-22 22:14:27,-37.8419686853886,145.12148343958,4187.09,34.6644,82.6,133
"285",2022-05-22 22:14:33,-37.8424478787929,145.121416384354,4240.58,30.4992,83.6,134
"286",2022-05-22 22:14:34,-37.8425185382366,145.121406074613,4248.46,29.7288,83.8,134
"287",2022-05-22 22:14:39,-37.84284199588,145.121345641091,4284.76,24.2532,84.6,134
"288",2022-05-22 22:14:41,-37.8429438360035,145.12132066302,4296.27,20.826,85,134
"289",2022-05-22 22:14:44,-37.8430890105665,145.121296020225,4312.54,21.1284,85.2,133
"290",2022-05-22 22:14:45,-37.8431361168623,145.121282692999,4317.86,19.7496,85.4,133
"291",2022-05-22 22:14:47,-37.8432087879628,145.121214883402,4327.91,20.3544,85.4,132
"292",2022-05-22 22:14:49,-37.8432299941778,145.121081108227,4339.92,21.1284,85.4,131
"293",2022-05-22 22:14:50,-37.8432216122746,145.120994690806,4347.58,24.9228,85.4,130
"294",2022-05-22 22:14:55,-37.8431525453925,145.120525639504,4389.58,32.4144,84.4,130
"295",2022-05-22 22:14:57,-37.8431135695428,145.120315505192,4408.53,32.9184,83.8,130
